subject,gametype,trainingset,learnertype,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t_err_abs1,t_err_abs2,t_err_abs3,t_err_abs4,t_err_abs5,t_err_abs6,t_err_abs7,t_err_abs8,t_err_abs9,t_err_abs10,t_err_abs11,t_err_abs12,t_err_abs13,t_err_abs14,t_err_abs15,t_err_abs16,t_err_abs17,t_err_abs18,t_err_abs19,t_err_abs20,t_err_abs21,t_err_abs22,t_err_abs23,t_err_abs24,input1_1,input1_2,input1_3,input1_4,input1_5,input1_6,input1_7,input1_8,input1_9,input1_10,input1_11,input1_12,input1_13,input1_14,input1_15,input1_16,input1_17,input1_18,input1_19,input1_20,input1_21,input1_22,input1_23,input1_24,input2_1,input2_2,input2_3,input2_4,input2_5,input2_6,input2_7,input2_8,input2_9,input2_10,input2_11,input2_12,input2_13,input2_14,input2_15,input2_16,input2_17,input2_18,input2_19,input2_20,input2_21,input2_22,input2_23,input2_24
201,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DM,GD,GD,DP,DY,DM,GD,DY,DM,DP,DP,DM,DY,DY,GD,DJ,DV,DV,DV,DV,DJ,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
202,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,4,1,1,3,7,1,0,2,3,3,0,2,1,1,5,3,1,0,4,1,3,DM,DP,DM,DY,DP,GD,GD,GD,DM,DY,DM,DY,DP,DY,GD,DP,DJ,DV,DV,DJ,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
203,1,2,3,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,4,5,0,3,2,4,6,1,DY,DM,DM,DM,GD,GD,DY,GD,DY,DP,DM,DP,DY,GD,DP,DP,DJ,DV,DV,DJ,DJ,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
204,2,2,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,14,14,DY,DM,GD,DY,DP,DY,DM,GD,GD,DP,DM,DY,DM,DP,GD,DP,DJ,DV,DJ,DJ,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
205,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DM,DY,DP,DY,DP,DP,GD,DM,DY,GD,DY,DM,GD,DM,GD,DJ,DJ,DV,DV,DV,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
206,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GD,GD,DY,DY,DP,GD,DY,DM,DM,DM,DP,DY,DP,DM,DP,GD,DJ,DJ,DV,DJ,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
207,1,2,3,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,2,3,3,2,6,7,4,0,GD,DM,GD,DP,DP,DM,DP,DP,DY,GD,DY,DY,DY,GD,DM,DM,DJ,DJ,DV,DJ,DV,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
208,2,2,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,3,3,1,1,0,0,0,0,0,1,0,0,2,8,6,0,6,1,1,9,6,DY,DP,DP,DY,DM,DM,DY,DM,GD,DM,DP,GD,DY,GD,GD,DP,DV,DJ,DV,DJ,DV,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
209,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,5,2,1,1,5,4,0,3,1,3,4,1,3,4,3,5,5,4,1,4,0,DY,GD,DM,GD,DM,DM,GD,DY,DM,DP,DY,DP,DY,DP,GD,DP,DJ,DV,DV,DV,DJ,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
210,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,4,1,1,1,1,5,8,0,4,4,0,2,3,0,1,7,1,11,7,2,3,3,6,DP,DP,DM,DY,DP,DY,GD,DM,DY,GD,GD,DM,DM,DP,DY,GD,DJ,DJ,DJ,DV,DV,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
211,1,2,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DM,DY,DY,DM,GD,DM,DP,DM,GD,DP,GD,DY,GD,DY,DP,DP,DV,DV,DJ,DJ,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
212,2,2,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4,0,3,0,2,0,0,3,0,1,8,0,9,0,6,5,2,1,0,4,0,4,GD,DP,DM,DP,DM,GD,DM,GD,DP,DY,DY,DY,DY,DP,DM,GD,DJ,DV,DV,DJ,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
213,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,DM,DP,GD,GD,DY,DM,DP,DY,GD,DP,DM,DM,GD,DY,DP,DV,DJ,DJ,DV,DJ,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
214,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,6,1,7,1,3,0,4,1,GD,DY,GD,DP,DY,DM,DM,GD,DY,DY,DM,DP,DP,DM,DP,GD,DJ,DV,DJ,DV,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
215,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DY,DP,DM,DM,GD,DY,GD,DP,DM,GD,GD,DP,DY,DY,DP,DM,DV,DJ,DV,DJ,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
216,2,2,2,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,7,8,8,8,8,2,0,DY,DY,DY,GD,DM,GD,DM,DP,DP,DY,DP,DM,GD,DP,DM,GD,DV,DV,DV,DJ,DJ,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
217,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM,GD,GD,DM,DY,DP,DY,DP,DP,GD,DY,DM,DP,DY,GD,DM,DJ,DV,DJ,DV,DV,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
218,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,1,0,1,1,1,0,1,5,3,7,5,3,7,3,DM,GD,DY,DY,GD,DP,DY,GD,DM,DP,DP,GD,DM,DM,DP,DY,DJ,DV,DV,DJ,DJ,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
219,1,2,3,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM,DM,GD,GD,DM,DY,DM,DY,DY,DP,DP,DY,GD,DP,DP,GD,DV,DJ,DJ,DV,DV,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
220,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,4,0,0,2,0,4,0,4,4,2,4,1,4,GD,DM,DP,DP,GD,DM,DP,DY,DY,DY,GD,DY,DP,GD,DM,DM,DJ,DV,DJ,DJ,DV,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
221,1,1,3,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM,DP,DM,DY,DY,GD,GD,GD,DM,DY,GD,DY,DM,DP,DP,DP,DJ,DJ,DV,DV,DV,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
222,2,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,2,2,0,0,0,2,2,6,2,6,3,6,6,2,DY,DM,GD,DY,GD,DY,DM,DP,GD,GD,DP,DP,DM,DM,DY,DP,DJ,DV,DJ,DV,DJ,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
223,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GD,DP,GD,DM,DY,DY,GD,DM,DP,GD,DP,DP,DY,DY,DM,DM,DV,DV,DV,DJ,DJ,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
224,2,2,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,1,0,0,0,0,4,0,0,6,3,11,4,6,9,14,4,4,7,0,DM,DM,GD,GD,GD,DY,GD,DY,DY,DP,DP,DM,DP,DY,DP,DM,DJ,DJ,DV,DV,DV,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
225,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,3,0,4,1,2,3,1,3,1,2,7,4,4,8,2,9,6,7,DM,DM,GD,GD,DP,GD,DP,DY,DY,DY,DM,DP,DY,DP,DM,GD,DV,DJ,DJ,DV,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
226,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,8,3,10,1,7,5,7,GD,GD,DP,DM,DP,DM,DM,DP,DY,DY,DY,DP,GD,DM,GD,DY,DJ,DV,DV,DJ,DV,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
227,1,2,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,2,1,2,2,2,2,0,2,DY,DM,GD,DP,DY,DP,DY,GD,DY,DP,DM,GD,DM,GD,DM,DP,DJ,DV,DJ,DV,DV,DJ,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
228,2,2,3,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,2,0,0,3,2,0,2,0,0,1,4,0,2,1,0,0,0,GD,DP,DY,DY,GD,DP,DY,DM,DP,GD,DM,DY,GD,DM,DP,DM,DJ,DV,DV,DJ,DJ,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
229,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DY,DP,DM,DM,DY,DP,DY,DM,DP,GD,DY,GD,DM,GD,GD,DJ,DJ,DV,DV,DJ,DJ,DV,DV,,,,,,,,,,,,,,,,,,,,,,,,
230,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,2,0,2,1,2,0,5,4,1,2,5,1,4,3,DP,GD,DY,GD,DY,DM,DY,DM,DM,DP,DP,DY,DP,GD,GD,DM,DV,DJ,DV,DV,DV,DJ,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
231,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DP,GD,DM,DM,DY,DM,GD,DP,DY,DP,GD,DY,DY,GD,DM,DJ,DV,DV,DV,DJ,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
232,2,2,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,DM,DM,DY,DP,GD,DP,DY,DP,DM,GD,DY,DP,GD,GD,DM,DY,DJ,DV,DJ,DV,DV,DV,DJ,DJ,,,,,,,,,,,,,,,,,,,,,,,,
233,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DP,DP,GD,DP,DY,DM,GD,DY,DM,DY,DM,GD,GD,DP,DY,DM,DJ,DJ,DV,DV,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
234,2,1,2,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,3,0,0,2,0,0,0,0,0,3,2,1,0,3,5,5,6,5,7,4,3,GD,GD,DM,GD,DY,DY,DY,GD,DM,DP,DM,DM,DP,DP,DP,DY,DV,DJ,DV,DJ,DJ,DV,DV,DJ,,,,,,,,,,,,,,,,,,,,,,,,
235,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DY,GD,DY,DP,GD,DM,DP,DY,DM,DM,DP,GD,DP,DY,DM,GD,DV,DV,DV,DJ,DJ,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
236,2,2,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,0,4,0,0,2,0,4,4,4,4,4,4,4,4,DP,DY,GD,DM,DM,GD,DM,GD,DM,DY,GD,DY,DP,DP,DY,DP,DV,DJ,DJ,DV,DJ,DV,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
237,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,GD,DM,DP,DP,GD,DM,DP,DY,DM,DY,GD,DY,DM,DP,GD,DV,DJ,DV,DV,DJ,DJ,DJ,DV,,,,,,,,,,,,,,,,,,,,,,,,
